actor,actorLabel,IMDb_ID
http://www.wikidata.org/entity/Q727730,Wendell Pierce,nm0682495
http://www.wikidata.org/entity/Q728496,Jesse L. Martin,nm0552509
http://www.wikidata.org/entity/Q728936,Daryl Mitchell,nm0593258
http://www.wikidata.org/entity/Q730108,Sisqó,nm0005437
http://www.wikidata.org/entity/Q730261,Fredro Starr,nm0823507
http://www.wikidata.org/entity/Q741555,Mykelti Williamson,nm0932112
http://www.wikidata.org/entity/Q742498,Ty Hodges,nm0388129
http://www.wikidata.org/entity/Q743598,Matthew Beard,nm0063915
http://www.wikidata.org/entity/Q748404,Tika Sumpter,nm1754366
http://www.wikidata.org/entity/Q766783,Moses Gunn,nm0348214
http://www.wikidata.org/entity/Q767039,Tiger Tyson,nm1767587
http://www.wikidata.org/entity/Q768073,Tahj Mowry,nm0005254
http://www.wikidata.org/entity/Q770841,Ben Vereen,nm0893965
http://www.wikidata.org/entity/Q774734,Adriane Lenox,nm0502180
http://www.wikidata.org/entity/Q779416,Todd Bridges,nm0004775
http://www.wikidata.org/entity/Q786003,Michael Ealy,nm1013003
http://www.wikidata.org/entity/Q795220,B.G.,nm1209214
http://www.wikidata.org/entity/Q809099,Barry Shabaka Henley,nm0377106
http://www.wikidata.org/entity/Q862028,Bill Cobbs,nm0167850
http://www.wikidata.org/entity/Q862416,Bill Robinson,nm0732408
http://www.wikidata.org/entity/Q863030,Billy Blanks,nm0087593
http://www.wikidata.org/entity/Q880598,Black Thought,nm0873699
http://www.wikidata.org/entity/Q888675,Bobby Short,nm0795027
http://www.wikidata.org/entity/Q908998,Dooley Wilson,nm0933330
http://www.wikidata.org/entity/Q919386,Trick Daddy,nm1401905
http://www.wikidata.org/entity/Q921518,Michael K. Williams,nm0931324
http://www.wikidata.org/entity/Q921642,Richard Biggs,nm0081863
http://www.wikidata.org/entity/Q922893,Willie Gault,nm0310112
http://www.wikidata.org/entity/Q925886,Allen Hoskins,nm0396012
http://www.wikidata.org/entity/Q926362,Samuel E. Wright,nm0942787
http://www.wikidata.org/entity/Q926912,Craig Robinson,nm0732497
http://www.wikidata.org/entity/Q927916,Jim Brown,nm0000987
http://www.wikidata.org/entity/Q929526,Shawn Harrison,nm0365873
http://www.wikidata.org/entity/Q937117,James Lesure,nm0504571
http://www.wikidata.org/entity/Q938785,Mr. Marcus,nm0546155
http://www.wikidata.org/entity/Q940699,Michael Boatman,nm0090225
http://www.wikidata.org/entity/Q941232,Jascha Washington,nm0913465
http://www.wikidata.org/entity/Q941415,Duane Jones,nm0427977
http://www.wikidata.org/entity/Q941922,Jazsmin Lewis,nm0507320
http://www.wikidata.org/entity/Q941960,Sherman Hemsley,nm0376200
http://www.wikidata.org/entity/Q943589,Frankie Faison,nm0265670
http://www.wikidata.org/entity/Q943762,Robert DoQui,nm0233306
http://www.wikidata.org/entity/Q945512,Rupert Crosse,nm0189313
http://www.wikidata.org/entity/Q950104,Michael Jace,nm0413052
http://www.wikidata.org/entity/Q953841,Richard Brooks,nm1444462
http://www.wikidata.org/entity/Q956808,Lamont Bentley,nm0072840
http://www.wikidata.org/entity/Q957254,Jeffrey D. Sams,nm0760254
http://www.wikidata.org/entity/Q958489,Justin Guarini,nm1227702
http://www.wikidata.org/entity/Q959052,Sean Patrick Thomas,nm0859503
http://www.wikidata.org/entity/Q963129,Lawrence Taylor,nm0852753
http://www.wikidata.org/entity/Q963740,The Lady of Rage,nm0706437
http://www.wikidata.org/entity/Q963869,Raymond St. Jacques,nm0820566
http://www.wikidata.org/entity/Q964468,Gene Anthony Ray,nm0712833
http://www.wikidata.org/entity/Q964998,Al Matthews,nm0559922
http://www.wikidata.org/entity/Q971854,John Wesley,nm0921746
http://www.wikidata.org/entity/Q973783,Reg E. Cathey,nm0146146
http://www.wikidata.org/entity/Q981809,Mehcad Brooks,nm1419635
http://www.wikidata.org/entity/Q982795,Seth Gilliam,nm0319121
http://www.wikidata.org/entity/Q1004881,Bumper Robinson,nm0732436
